SR Number,Date/Time Opened,Service Request Address,Service Request Status,Answer
SR21-01879812,10/24/21 10:26 PM,5958 N KENMORE AVE<br>  60660,Completed,No Entry
SR21-01880098,10/25/21 01:40 AM,1701 W NORTH SHORE AVE<br>  60626,Completed,No Entry
SR21-01880161,10/25/21 03:31 AM,3150 N RACINE AVE<br>  60657,Completed,No Entry
SR21-01880225,10/25/21 05:38 AM,4554 S DREXEL BLVD<br>  60653,Completed,No Cause - Phone Call
SR21-01880478,10/25/21 07:23 AM,1512 N LAWLER AVE<br>  60651,Completed,Active Case
SR21-01880514,10/25/21 07:31 AM,1140 N LA SALLE DR<br>  60610,Completed,Adequate Temperature
SR21-01880628,10/25/21 07:52 AM,5636 W DIVISION ST<br>  60651,Completed,No Cause - Phone Call
SR21-01880792,10/25/21 08:14 AM,6930 N GREENVIEW AVE<br>406<br>  60626,Completed,No Entry
SR21-01880878,10/25/21 08:24 AM,643 W 62ND ST<br>  60621,Completed,Processed for Court
SR21-01880892,10/25/21 08:26 AM,5958 S ELIZABETH ST<br>  60636,Completed,No Entry
SR21-01881055,10/25/21 08:41 AM,2936 N KOLMAR AVE<br>  60641,Completed,No Entry
SR21-01881178,10/25/21 08:50 AM,5441 S PAULINA ST<br>2<br>  60609,Completed,Processed for Hearing - Standard
SR21-01881235,10/25/21 08:55 AM,6831 S OAKLEY AVE<br>  60636,Completed,No Entry
SR21-01882008,10/25/21 09:50 AM,1826 W EVERGREEN AVE<br>  60622,Completed,No Entry
SR21-01882088,10/25/21 09:57 AM,1412 W CHASE AVE<br>Apt 107<br>  60626,Completed,No Entry
SR21-01882203,10/25/21 10:04 AM,4801 W PETERSON AVE<br>406<br>  60646,Completed,Adequate Temperature
SR21-01882724,10/25/21 10:38 AM,7146 S NORMAL BLVD<br>  60621,Completed,
SR21-01882778,10/25/21 10:40 AM,3450 N LAKE SHORE DR<br>  60657,Completed,
SR21-01882841,10/25/21 10:44 AM,6752 S NORMAL BLVD<br>  60621,Completed,No Entry
SR21-01883055,10/25/21 10:55 AM,850 W GARFIELD BLVD<br>  60609,Completed,Adequate Temperature
SR21-01883068,10/25/21 10:56 AM,6253 S PULASKI RD<br>  60629,Completed,No Entry
SR21-01883118,10/25/21 11:00 AM,1061 E 41ST PL<br>  60653,Completed,No Entry
SR21-01883218,10/25/21 11:04 AM,1626 W ESTES AVE<br>2E<br>  60626,Completed,No Entry
SR21-01883366,10/25/21 11:14 AM,733 E 80TH ST<br>2nd<br>  60619,Completed,No Entry
SR21-01883534,10/25/21 11:26 AM,3947 N MENARD AVE<br>  60634,Completed,No Cause - Phone Call
SR21-01884007,10/25/21 12:03 PM,6800 S NORMAL BLVD<br>  60621,Completed,Adequate Temperature
SR21-01884231,10/25/21 12:23 PM,8210 S INGLESIDE AVE<br>  60619,Completed,No Entry
SR21-01884375,10/25/21 12:33 PM,12045 S EMERALD AVE<br>  60628,Completed,No Entry
SR21-01884649,10/25/21 12:50 PM,1822 N PAULINA ST<br>  60622,Completed,NO SUCH ADDRESS
SR21-01884770,10/25/21 12:59 PM,8720 S BURLEY AVE<br>  60617,Completed,No Cause - Phone Call
SR21-01884782,10/25/21 01:00 PM,431 N MENARD AVE<br>  60644,Completed,Processed for Hearing - Standard
SR21-01885153,10/25/21 01:22 PM,5232 N GLENWOOD AVE<br>  60640,Completed,Active Case
SR21-01885164,10/25/21 01:23 PM,3350 W DIVISION ST<br>  60651,Completed,Processed for Court
SR21-01885204,10/25/21 01:26 PM,536 E 72ND ST<br>  60619,Completed,No Cause - Phone Call
SR21-01885435,10/25/21 01:39 PM,321 W 118TH ST<br>  60628,Completed,
SR21-01885587,10/25/21 01:48 PM,7907 S EBERHART AVE<br>  60619,Completed,No Entry
SR21-01885624,10/25/21 01:50 PM,10622 S OGLESBY AVE<br>  60617,Completed,PROCESSED VIOLATION NOTICE
SR21-01885932,10/25/21 02:14 PM,5246 W MELROSE ST<br>  60641,Completed,Adequate Temperature
SR21-01885933,10/25/21 02:15 PM,1553 W 91ST ST<br>  60620,Completed,No Cause - Phone Call
SR21-01885949,10/25/21 02:16 PM,3148 W WILSON AVE<br>3n<br>  60625,Completed,No Cause - Phone Call
SR21-01886160,10/25/21 02:33 PM,8201 S LANGLEY AVE<br>  60619,Completed,Processed for Hearing - Standard
SR21-01886358,10/25/21 02:49 PM,3907 W VAN BUREN ST<br>  60624,Completed,No Cause - Phone Call
SR21-01886521,10/25/21 03:00 PM,219 W 115TH ST<br>  60628,Completed,
SR21-01886681,10/25/21 03:12 PM,640 W GRACE ST<br>  60613,Completed,Adequate Temperature
SR21-01886869,10/25/21 03:28 PM,10513 S HALE AVE<br>  60643,Completed,No Entry
SR21-01886933,10/25/21 03:34 PM,2900 N KENOSHA AVE<br>  60641,Completed,Processed for Hearing - Standard
SR21-01887131,10/25/21 03:52 PM,50 W 71ST ST<br>  60621,Completed,Adequate Temperature
SR21-01887271,10/25/21 04:03 PM,50 W 71ST ST<br>  60621,Completed,
SR21-01887318,10/25/21 04:09 PM,1815 N HALSTED ST<br>  60614,Completed,No Entry
SR21-01887478,10/25/21 04:27 PM,2541 E 83RD ST<br>  60617,Completed,No Entry
SR21-01887524,10/25/21 04:31 PM,7820 S SOUTH SHORE DR<br>  60649,Completed,No Entry
SR21-01887565,10/25/21 04:36 PM,1435 N LEAVITT ST<br>1<br>  60622,Completed,No Cause - Phone Call
SR21-01887697,10/25/21 04:52 PM,2930 N COMMONWEALTH AVE<br>  60657,Completed,No Cause - Phone Call
SR21-01887701,10/25/21 04:53 PM,4901 W IOWA ST<br>  60651,Completed,Processed for Court
SR21-01887854,10/25/21 05:16 PM,4919 N ROCKWELL ST<br>Entire building<br>  60625,Completed,Adequate Temperature
SR21-01888070,10/25/21 05:49 PM,3417 W FULLERTON AVE<br>2<br>  60647,Completed,No Entry
SR21-01888073,10/25/21 05:49 PM,7412 N GREENVIEW AVE<br>  60626,Completed,No Entry
SR21-01888132,10/25/21 05:59 PM,3417 W FULLERTON AVE<br>2<br>  60647,Completed,
SR21-01888191,10/25/21 06:11 PM,7015 S JUSTINE ST<br>  60636,Completed,No Cause
SR21-01888260,10/25/21 06:22 PM,6244 N FRANCISCO AVE<br>  60659,Completed,No Entry
SR21-01888524,10/25/21 07:04 PM,7330 S SOUTH SHORE DR<br>  60649,Completed,Processed for Court
SR21-01889281,10/25/21 10:02 PM,208 N JUSTINE ST<br>507<br>  60607,Completed,No Cause - Phone Call
SR21-01889661,10/26/21 12:36 AM,6115 N FRANCISCO AVE<br>2<br>  60659,Completed,
SR21-01889693,10/26/21 01:39 AM,6912 N ASHLAND BLVD<br>402<br>  60626,Completed,Adequate Temperature
SR21-01890455,10/26/21 08:07 AM,7849 S SANGAMON ST<br>  60620,Completed,PROCESSED VIOLATION NOTICE
SR21-01890477,10/26/21 08:09 AM,8810 S COTTAGE GROVE AVE<br>  60619,Completed,PROCESSED VIOLATION NOTICE
SR21-01890840,10/26/21 08:40 AM,4554 S DREXEL BLVD<br>  60653,Completed,
SR21-01891074,10/26/21 09:01 AM,4251 W IRVING PARK RD<br>  60641,Completed,Adequate Temperature
SR21-01891538,10/26/21 09:35 AM,3110 W MADISON ST<br>  60612,Completed,Adequate Temperature
SR21-01891592,10/26/21 09:41 AM,3110 W MADISON ST<br>  60612,Completed,
SR21-01891748,10/26/21 09:54 AM,5623 S JUSTINE ST<br>  60636,Completed,No Entry
SR21-01891834,10/26/21 10:02 AM,7942 S CHAMPLAIN AVE<br>  60619,Completed,No Entry
SR21-01891843,10/26/21 10:03 AM,4707 S MARSHFIELD AVE<br>  60609,Completed,Adequate Temperature
SR21-01892092,10/26/21 10:20 AM,439 W ST JAMES PL<br>3<br>  60614,Completed,No Entry
SR21-01892696,10/26/21 11:11 AM,727 W LAKE ST<br>  60661,Completed,No Cause - Phone Call
SR21-01893460,10/26/21 12:11 PM,2338 W 111TH ST<br>303<br>  60643,Completed,No Cause - Phone Call
SR21-01893709,10/26/21 12:36 PM,63 E LAKE ST<br>  60601,Completed,Adequate Temperature
SR21-01893809,10/26/21 12:45 PM,4624 S ELLIS AVE<br>  60653,Completed,No Cause - Phone Call
SR21-01894121,10/26/21 01:16 PM,5331 N DELPHIA AVE<br>  60656,Completed,Adequate Temperature
SR21-01894340,10/26/21 01:38 PM,7940 S ELIZABETH ST<br>  60620,Completed,Processed for Court
SR21-01894422,10/26/21 01:45 PM,10623 S CALUMET AVE<br>  60628,Completed,Adequate Temperature
SR21-01894713,10/26/21 02:15 PM,7220 S YATES BLVD<br>  60649,Completed,Adequate Temperature
SR21-01894931,10/26/21 02:37 PM,2303 N CLYBOURN AVE<br>  60614,Completed,Adequate Temperature
SR21-01895072,10/26/21 02:51 PM,941 W CARMEN AVE<br>Apt 601<br>  60640,Completed,No Entry
SR21-01895409,10/26/21 03:30 PM,9947 S YALE AVE<br>  60628,Completed,Processed for Court
SR21-01895471,10/26/21 03:36 PM,6057 S WHIPPLE ST<br>  60629,Completed,Adequate Temperature
SR21-01895591,10/26/21 03:50 PM,1750 W PETERSON AVE<br>  60660,Completed,Adequate Temperature
SR21-01895738,10/26/21 04:08 PM,2804 E 77TH PL<br>  60649,Completed,No Entry
SR21-01895753,10/26/21 04:11 PM,5655 W WASHINGTON BLVD<br>  60644,Completed,Processed for Court
SR21-01896025,10/26/21 04:47 PM,4509 W JACKSON BLVD<br>  60624,Completed,Processed for Court
SR21-01896182,10/26/21 05:15 PM,50 W 71ST ST<br>  60621,Completed,
SR21-01896300,10/26/21 05:42 PM,436 E 81ST ST<br>  60619,Completed,No Cause - Phone Call
SR21-01896327,10/26/21 05:49 PM,5206 S BISHOP ST<br>  60609,Completed,Processed for Court
SR21-01896430,10/26/21 06:15 PM,6110 N KENMORE AVE<br>  60660,Completed,Active Case
SR21-01896495,10/26/21 06:31 PM,7427 S EMERALD AVE<br>  60621,Completed,Adequate Temperature
SR21-01896746,10/26/21 07:25 PM,18 N LECLAIRE AVE<br>3c<br>  60644,Completed,Processed for Hearing - Standard
SR21-01897189,10/26/21 08:38 PM,9337 S EVANS AVE<br>1w<br>  60619,Completed,No Cause - Phone Call
SR21-01897621,10/26/21 11:07 PM,4858 S SPRINGFIELD AVE<br>  60632,Completed,PROCESSED VIOLATION NOTICE
SR21-01897740,10/27/21 12:53 AM,4251 W IRVING PARK RD<br>  60641,Completed,
SR21-01897796,10/27/21 02:32 AM,632 E 76TH ST<br>  60619,Completed,Adequate Temperature
SR21-01898047,10/27/21 06:35 AM,5958 S ELIZABETH ST<br>  60636,Completed,Processed for Court
SR21-01898319,10/27/21 07:33 AM,114 N PARKSIDE AVE<br>110<br>  60644,Completed,No Cause - Phone Call
SR21-01898376,10/27/21 07:43 AM,5657 W WASHINGTON BLVD<br>  60644,Completed,Processed for Hearing - Standard
SR21-01898401,10/27/21 07:47 AM,1939 N LINCOLN AVE<br>100<br>  60614,Completed,No Cause - Phone Call
SR21-01898882,10/27/21 08:52 AM,5045 S MAY ST<br>  60609,Completed,Processed for Court
SR21-01898993,10/27/21 09:03 AM,7427 S EMERALD AVE<br>  60621,Completed,
SR21-01899134,10/27/21 09:18 AM,7006 S NORMAL BLVD<br>  60621,Completed,No Entry
SR21-01899279,10/27/21 09:33 AM,1343 N CLEVELAND AVE<br>  60610,Completed,No Entry
SR21-01899316,10/27/21 09:38 AM,6827 S WABASH AVE<br>  60637,Completed,No Entry
SR21-01899385,10/27/21 09:45 AM,4858 S SPRINGFIELD AVE<br>  60632,Completed,
SR21-01899672,10/27/21 10:14 AM,8411 S CREGIER AVE<br>  60617,Completed,PROCESSED VIOLATION NOTICE
SR21-01899747,10/27/21 10:21 AM,6829 S WABASH AVE<br>  60637,Completed,No Cause - Phone Call
SR21-01900058,10/27/21 10:53 AM,150 N MAYFIELD AVE<br>  60644,Completed,No Entry
SR21-01900484,10/27/21 11:39 AM,4137 W CORNELIA AVE<br>  60641,Completed,No Entry
SR21-01900610,10/27/21 11:56 AM,5429 S GREENWOOD AVE<br>Apt 1<br>  60615,Completed,PROCESSED VIOLATION NOTICE
SR21-01900972,10/27/21 12:35 PM,3425 N MARSHFIELD AVE<br>  60657,Completed,No Entry
SR21-01901196,10/27/21 12:57 PM,459 E 107TH ST<br>  60628,Completed,Processed for Hearing - Standard
SR21-01902022,10/27/21 02:24 PM,3148 W WILSON AVE<br>3N<br>  60625,Completed,No Entry
SR21-01902156,10/27/21 02:39 PM,8145 S DREXEL AVE<br>  60619,Completed,Processed for Court
SR21-01902321,10/27/21 02:57 PM,7330 S DANTE AVE<br>  60619,Completed,No Entry
SR21-01902444,10/27/21 03:14 PM,1541 S SAINT LOUIS AVE<br>Apt 3<br>  60623,Completed,Processed for Hearing - Standard
SR21-01902602,10/27/21 03:32 PM,5131 S MAY ST<br>  60609,Completed,Processed for Court
SR21-01903173,10/27/21 04:49 PM,1750 W PETERSON AVE<br>  60660,Completed,
SR21-01904174,10/27/21 08:59 PM,3713 S WOLCOTT AVE<br>2<br>  60609,Completed,Processed for Court
SR21-01904453,10/27/21 10:35 PM,3924 W ARGYLE ST<br>Apt 2 E<br>  60625,Completed,No Entry
SR21-01904631,10/28/21 12:49 AM,7043 S ABERDEEN ST<br>2<br>  60621,Completed,No Entry
SR21-01905559,10/28/21 08:52 AM,6928 S OGLESBY AVE<br>  60649,Completed,No Entry
SR21-01905566,10/28/21 08:53 AM,5119 W BLOOMINGDALE AVE<br>  60639,Completed,No Cause - Phone Call
SR21-01905683,10/28/21 09:06 AM,1742 W 77TH ST<br>  60620,Completed,PROCESSED VIOLATION NOTICE
SR21-01905813,10/28/21 09:24 AM,6314 S TROY ST<br>  60629,Completed,PROCESSED VIOLATION NOTICE
SR21-01906283,10/28/21 10:18 AM,5657 W WASHINGTON BLVD<br>  60644,Completed,
SR21-01906346,10/28/21 10:25 AM,6023 N ELSTON AVE<br>Basement<br>  60646,Completed,No Cause - Phone Call
SR21-01906716,10/28/21 11:00 AM,3757 S WABASH AVE<br>  60653,Completed,No Entry
SR21-01907150,10/28/21 11:50 AM,52 N PARKSIDE AVE<br>  60644,Completed,Active Case
SR21-01907214,10/28/21 11:57 AM,1204 W GRANVILLE AVE<br>  60660,Completed,PROCESSED VIOLATION NOTICE
SR21-01907239,10/28/21 12:00 PM,10137 S STATE ST<br>  60628,Completed,Active Case
SR21-01907308,10/28/21 12:11 PM,10739 S PULASKI RD<br>  60655,Completed,No Entry
SR21-01907411,10/28/21 12:24 PM,1329 S KEDZIE AVE<br>  60623,Completed,Processed for Hearing - Standard
SR21-01907674,10/28/21 12:58 PM,10137 S STATE ST<br>  60628,Completed,
SR21-01907766,10/28/21 01:11 PM,5945 W MIDWAY PARK<br>  60644,Completed,Processed for Court
SR21-01908276,10/28/21 02:18 PM,3445 S RHODES AVE<br>  60616,Completed,No Entry
SR21-01908568,10/28/21 02:49 PM,8 S MAYFIELD AVE<br>3<br>  60644,Completed,No Cause - Phone Call
SR21-01909711,10/28/21 06:01 PM,449 E 107TH ST<br>  60628,Completed,No Entry
SR21-01910269,10/28/21 09:05 PM,842 S PLYMOUTH CT<br>  60605,Completed,NO SUCH ADDRESS
SR21-01910469,10/28/21 10:13 PM,1911 W EDDY ST<br>4<br>  60657,Completed,PROCESSED VIOLATION NOTICE
SR21-01910607,10/28/21 11:17 PM,833 W BUENA AVE<br>  60613,Completed,No Cause - Phone Call
SR21-01910782,10/29/21 02:37 AM,8156 S LAFLIN ST<br>Apt 3<br>  60620,Completed,Processed for Hearing - Standard
SR21-01910857,10/29/21 05:38 AM,6030 N KENMORE AVE<br>  60660,Completed,No Cause - Phone Call
SR21-01911005,10/29/21 07:04 AM,5501 W WASHINGTON BLVD<br>#727<br>  60644,Completed,Adequate Temperature
SR21-01911662,10/29/21 09:00 AM,2248 W MORSE AVE<br>  60645,Completed,No Cause - Phone Call
SR21-01911722,10/29/21 09:09 AM,963 W CULLERTON ST<br>  60608,Completed,No Cause - Phone Call
SR21-01912478,10/29/21 10:44 AM,13103 S DANIEL DR<br>6<br>  60827,Completed,No Entry
SR21-01912747,10/29/21 11:21 AM,120 E 119TH ST<br>  60628,Completed,NO SUCH ADDRESS
SR21-01912820,10/29/21 11:29 AM,879 S PARK TER<br>3114 W Marquette Road<br>  60605,Completed,NO SUCH ADDRESS
SR21-01913526,10/29/21 01:13 PM,5309 N WINTHROP AVE<br>  60640,Completed,No Entry
SR21-01914076,10/29/21 02:12 PM,7810 S ESCANABA AVE<br>  60649,Completed,PROCESSED VIOLATION NOTICE
SR21-01914445,10/29/21 02:59 PM,5316 W ROSCOE ST<br>  60641,Completed,No Entry
SR21-01914562,10/29/21 03:15 PM,5124 S UNIVERSITY AVE<br>2N<br>  60615,Completed,PROCESSED VIOLATION NOTICE
SR21-01914684,10/29/21 03:37 PM,120 E 119TH PL<br>  60628,Completed,No Entry
SR21-01914711,10/29/21 03:41 PM,3942 N BERNARD ST<br>2<br>  60618,Completed,Adequate Temperature
SR21-01914975,10/29/21 04:18 PM,4424 N PULASKI RD<br>  60630,Completed,No Entry
SR21-01915155,10/29/21 04:44 PM,1529 W PRATT BLVD<br>  60626,Completed,No Cause - Phone Call
SR21-01915313,10/29/21 05:12 PM,4646 W 79TH ST<br>  60652,Completed,No Cause - Phone Call
SR21-01915409,10/29/21 05:20 PM,5454 N BROADWAY <br>3<br>  60640,Completed,No Entry
SR21-01915444,10/29/21 05:29 PM,5122 S MOZART ST<br>  60632,Completed,No Cause - Phone Call
SR21-01916223,10/29/21 08:51 PM,712 W DIVERSEY PKWY<br>Apt 615<br>  60614,Completed,No Entry
SR21-01916478,10/29/21 11:09 PM,6110 N KENMORE AVE<br>  60660,Completed,Active Case
SR21-01916665,10/30/21 02:16 AM,5110 S DR MARTIN LUTHER KING JR DR<br>  60615,Completed,No Cause - Phone Call
SR21-01916873,10/30/21 06:55 AM,7907 S EBERHART AVE<br>  60619,Completed,No Cause - Phone Call
SR21-01917720,10/30/21 11:09 AM,6829 S PERRY AVE<br>  60621,Completed,No Cause - Phone Call
SR21-01917845,10/30/21 11:44 AM,3751 W 61ST ST<br>  60629,Completed,No Entry
SR21-01917882,10/30/21 11:56 AM,5110 S KING M L JR DR<br>  60615,Completed,No Cause - Phone Call
SR21-01918043,10/30/21 12:42 PM,5330 S BLACKSTONE AVE<br>307<br>  60615,Completed,No Entry
SR21-01919570,10/30/21 08:26 PM,712 W DIVERSEY PKWY<br>615<br>  60614,Completed,
SR21-01919572,10/30/21 08:27 PM,2925 W 59TH ST<br>  60629,Completed,No Cause - Phone Call
SR21-01919667,10/30/21 09:14 PM,2925 W 59TH ST<br>  60629,Completed,
SR21-01920190,10/31/21 03:14 AM,4055 N FRANCISCO AVE<br>  60618,Completed,No Entry
SR21-01920287,10/31/21 06:03 AM,7400 S CHAPPEL AVE<br>  60649,Completed,Processed for Court
SR21-01920473,10/31/21 08:08 AM,2575 W LYNDALE ST<br>2575 West Lyndale Street 2569-3W<br>  60647,Completed,No Entry
SR21-01921331,10/31/21 01:03 PM,8252 W IRVING PARK DR<br>  60634,Completed,No Entry
SR21-01921658,10/31/21 02:59 PM,114 N PARKSIDE AVE<br>110<br>  60644,Completed,Active Case
SR21-01921718,10/31/21 03:15 PM,7842 S JEFFERY BLVD<br>  60649,Completed,No Entry
SR21-01922713,10/31/21 09:21 PM,6350 S DR MARTIN LUTHER KING JR DR<br>7A<br>  60637,Completed,No Cause - Phone Call
SR21-01922969,11/01/21 01:23 AM,622 N TRUMBULL AVE<br>  60624,Completed,No Entry
SR21-01923005,11/01/21 02:07 AM,637 E 50TH PL<br>  60615,Completed,No Cause - Phone Call
SR21-01923158,11/01/21 06:08 AM,2348 W TOUHY AVE<br>  60645,Completed,No Cause - Phone Call
SR21-01923206,11/01/21 06:33 AM,6314 S TROY ST<br>  60629,Completed,No Cause
SR21-01923411,11/01/21 07:41 AM,2925 W 59TH ST<br>  60629,Completed,
SR21-01923433,11/01/21 07:46 AM,1331 W ESTES AVE<br>12<br>  60626,Completed,No Cause - Phone Call
SR21-01923597,11/01/21 08:16 AM,5322 N WASHTENAW AVE<br>  60625,Completed,Processed for Hearing - Standard
SR21-01923599,11/01/21 08:16 AM,4858 S SPRINGFIELD AVE<br>  60632,Completed,
SR21-01923600,11/01/21 08:16 AM,1633 W MADISON ST<br>  60612,Completed,No Cause - Phone Call
SR21-01923920,11/01/21 09:00 AM,7345 S CALUMET AVE<br>  60619,Completed,Adequate Temperature
SR21-01924010,11/01/21 09:11 AM,6108 S DR MARTIN LUTHER KING JR DR<br>  60637,Completed,No Entry
SR21-01924068,11/01/21 09:17 AM,4009 S ELLIS AVE<br>  60653,Completed,PROCESSED VIOLATION NOTICE
SR21-01924389,11/01/21 09:55 AM,7416 S MARYLAND AVE<br>  60619,Completed,Processed for Hearing - Standard
SR21-01924475,11/01/21 10:04 AM,1515 S PULASKI RD<br>  60623,Completed,Adequate Temperature
SR21-01924676,11/01/21 10:23 AM,8254 S MAY ST<br>  60620,Completed,Processed for Court
SR21-01924761,11/01/21 10:31 AM,3120 W 57TH ST<br>  60629,Completed,No Entry
SR21-01924807,11/01/21 10:38 AM,8211 S ADA ST<br>  60620,Completed,No Entry
SR21-01925028,11/01/21 11:02 AM,811 E 46TH ST<br>  60653,Completed,No Entry
SR21-01925034,11/01/21 11:03 AM,3728 S PARNELL AVE<br>  60609,Completed,No Cause - Phone Call
SR21-01925253,11/01/21 11:25 AM,7649 S WABASH AVE<br>  60619,Completed,Processed for Hearing - Standard
SR21-01925326,11/01/21 11:33 AM,1533 N KEELER AVE<br>  60651,Completed,No Cause - Phone Call
SR21-01925416,11/01/21 11:42 AM,3236 S MORGAN ST<br>  60608,Completed,No Entry
SR21-01925517,11/01/21 11:52 AM,3008 E CHELTENHAM DR<br>  60649,Completed,No Entry
SR21-01925691,11/01/21 12:15 PM,216 W 22ND PL<br>BDLG<br>  60616,Completed,No Cause - Phone Call
SR21-01925808,11/01/21 12:24 PM,7706 S PHILLIPS AVE<br>  60649,Completed,No Cause - Phone Call
SR21-01927363,11/01/21 03:10 PM,10136 S STATE ST<br>  60628,Completed,No Entry
SR21-01928363,11/01/21 05:32 PM,3141 W 41ST ST<br>2A<br>  60632,Completed,No Entry
SR21-01928663,11/01/21 06:36 PM,5216 S WELLS ST<br>  60609,Completed,No Entry
SR21-01929486,11/01/21 11:30 PM,921 S INDEPENDENCE BLVD<br>  60624,Completed,No Entry
SR21-01929669,11/02/21 01:38 AM,6144 N WINTHROP AVE<br>  60660,Completed,Processed for Hearing - Standard
SR21-01929697,11/02/21 03:12 AM,6415 S KEDZIE AVE<br>  60629,Completed,PROCESSED VIOLATION NOTICE
SR21-01929728,11/02/21 04:46 AM,7655 S LOOMIS ST<br>  60620,Completed,No Cause - Phone Call
SR21-01929734,11/02/21 04:57 AM,6032 S PRAIRIE AVE<br>Apartment #2<br>  60637,Completed,No Entry
SR21-01929787,11/02/21 06:04 AM,1461 S BLUE ISLAND AVE<br>325<br>  60608,Completed,Processed for Court
SR21-01929840,11/02/21 06:30 AM,4624 S LAKE PARK AVE<br>  60653,Completed,No Cause - Phone Call
SR21-01929893,11/02/21 06:54 AM,7406 S CHAPPEL AVE<br>  60649,Completed,Active Case
SR21-01930249,11/02/21 08:16 AM,6040 S HARPER AVE<br>  60637,Completed,Adequate Temperature
SR21-01930314,11/02/21 08:26 AM,6364 S DR MARTIN LUTHER KING JR DR<br>  60637,Completed,Adequate Temperature
SR21-01930359,11/02/21 08:32 AM,5847 S MICHIGAN AVE<br>  60637,Completed,No Entry
SR21-01930444,11/02/21 08:42 AM,12101 S INDIANA AVE<br>  60628,Completed,PROCESSED VIOLATION NOTICE
SR21-01930582,11/02/21 08:57 AM,2917 W CERMAK RD<br>  60623,Completed,Processed for Court
SR21-01930840,11/02/21 09:24 AM,4630 W MCLEAN AVE<br>  60639,Completed,Adequate Temperature
SR21-01931283,11/02/21 10:13 AM,7649 S WABASH AVE<br>  60619,Completed,
SR21-01931342,11/02/21 10:20 AM,4300 N KEYSTONE AVE<br>  60641,Completed,No Cause - Phone Call
SR21-01931517,11/02/21 10:42 AM,2910 S DEARBORN ST<br>  60616,Completed,No Entry
SR21-01931553,11/02/21 10:47 AM,737 E 80TH ST<br>  60619,Completed,Active Case
SR21-01931625,11/02/21 10:55 AM,7954 S SANGAMON ST<br>  60620,Completed,Processed for Court
SR21-01931632,11/02/21 10:56 AM,4300 N KEYSTONE AVE<br>  60641,Completed,
SR21-01931640,11/02/21 10:57 AM,2111 N HALSTED ST<br>  60614,Completed,Adequate Temperature
SR21-01931652,11/02/21 10:59 AM,6543 S UNIVERSITY AVE<br>  60637,Completed,No Cause - Phone Call
SR21-01931799,11/02/21 11:16 AM,1750 W ROOSEVELT RD<br>  60612,Completed,No Cause - Phone Call
SR21-01931996,11/02/21 11:40 AM,743 E 80TH ST<br>  60619,Completed,Active Case
SR21-01932052,11/02/21 11:46 AM,3612 S PRAIRIE AVE<br>2<br>  60653,Completed,PROCESSED VIOLATION NOTICE
SR21-01932109,11/02/21 11:52 AM,6158 S TROY ST<br>  60629,Completed,No Cause
SR21-01932165,11/02/21 11:56 AM,3142 S HARDING AVE<br>  60623,Completed,Processed for Court
SR21-01932222,11/02/21 12:04 PM,1553 W 94TH ST<br>  60620,Completed,Processed for Court
SR21-01932346,11/02/21 12:20 PM,8045 S CARPENTER ST<br>  60620,Completed,Processed for Court
SR21-01932527,11/02/21 12:39 PM,1533 N WIELAND ST<br>  60610,Completed,No Entry
