,SR Number,Date/Time Opened,Service Request Address,Service Request Status,Answer,street_address,zipcode,apt_num,city,state
7636,SR21-01971349,11/09/21 02:27 PM,7724 S ABERDEEN ST<br>  60620,Completed,Processed for Court,7724 S ABERDEEN ST,60620,   ,Chicago,Illinois
7637,SR21-01971380,11/09/21 02:30 PM,5010 S FAIRFIELD AVE<br>  60632,Completed,Processed for Court,5010 S FAIRFIELD AVE,60632,   ,Chicago,Illinois
7638,SR21-01971962,11/09/21 03:47 PM,8751 S LOOMIS ST<br>  60620,Completed,No Entry,8751 S LOOMIS ST,60620,   ,Chicago,Illinois
7639,SR21-01972004,11/09/21 03:52 PM,1472 E 69TH ST<br>  60637,Completed,No Cause - Phone Call,1472 E 69TH ST,60637,   ,Chicago,Illinois
7640,SR21-01973434,11/09/21 10:29 PM,10137 S STATE ST<br>  60628,Completed,Active Case,10137 S STATE ST,60628,   ,Chicago,Illinois
7641,SR21-01973599,11/10/21 12:46 AM,1461 S BLUE ISLAND AVE<br>533<br>  60608,Completed,Processed for Court,1461 S BLUE ISLAND AVE,60608,533   ,Chicago,Illinois
7642,SR21-01973674,11/10/21 03:57 AM,5445 S INGLESIDE AVE<br>  60615,Completed,No Entry,5445 S INGLESIDE AVE,60615,   ,Chicago,Illinois
7643,SR21-01973937,11/10/21 07:04 AM,5815 N SHERIDAN RD<br>  60660,Completed,Adequate Temperature,5815 N SHERIDAN RD,60660,   ,Chicago,Illinois
7644,SR21-01973941,11/10/21 07:05 AM,8381 S BURLEY AVE<br>  60617,Completed,No Entry,8381 S BURLEY AVE,60617,   ,Chicago,Illinois
7645,SR21-01974762,11/10/21 09:12 AM,2555 W 57TH ST<br>  60629,Completed,No Entry,2555 W 57TH ST,60629,   ,Chicago,Illinois
7646,SR21-01975281,11/10/21 10:14 AM,10137 S STATE ST<br>  60628,Completed,Active Case,10137 S STATE ST,60628,   ,Chicago,Illinois
7647,SR21-01977527,11/10/21 02:32 PM,3036 N LINCOLN AVE<br>  60657,Completed,Processed for Court,3036 N LINCOLN AVE,60657,   ,Chicago,Illinois
7648,SR21-01977814,11/10/21 03:05 PM,2200 N LARAMIE AVE<br>  60639,Completed,No Cause - Phone Call,2200 N LARAMIE AVE,60639,   ,Chicago,Illinois
7649,SR21-01980447,11/11/21 07:24 AM,6057 S WHIPPLE ST<br>1st floor<br>  60629,Completed,No Entry,6057 S WHIPPLE ST,60629,1st floor   ,Chicago,Illinois
7650,SR21-01981125,11/11/21 09:25 AM,10836 S CALUMET AVE<br>2<br>  60628,Completed,PROCESSED VIOLATION NOTICE,10836 S CALUMET AVE,60628,2   ,Chicago,Illinois
7651,SR21-01981338,11/11/21 09:55 AM,4023 N KILBOURN AVE<br>Upper unit<br>  60641,Completed,No Cause - Phone Call,4023 N KILBOURN AVE,60641,Upper unit   ,Chicago,Illinois
7652,SR21-01981440,11/11/21 10:10 AM,70 E 59TH ST<br>  60637,Completed,PROCESSED VIOLATION NOTICE,70 E 59TH ST,60637,   ,Chicago,Illinois
7653,SR21-01981863,11/11/21 11:15 AM,1521 W SHERWIN AVE<br>  60626,Completed,Processed for Court,1521 W SHERWIN AVE,60626,   ,Chicago,Illinois
7654,SR21-01981957,11/11/21 11:29 AM,6716 S WINCHESTER AVE<br>  60636,Completed,No Entry,6716 S WINCHESTER AVE,60636,   ,Chicago,Illinois
7655,SR21-01982105,11/11/21 11:51 AM,809 E 77TH ST<br>  60619,Completed,No Entry,809 E 77TH ST,60619,   ,Chicago,Illinois
7656,SR21-01982197,11/11/21 12:05 PM,1734 E 72ND ST<br>  60649,Completed,No Entry,1734 E 72ND ST,60649,   ,Chicago,Illinois
7657,SR21-01982757,11/11/21 01:30 PM,5046 S PAULINA ST<br>  60609,Completed,Processed for Court,5046 S PAULINA ST,60609,   ,Chicago,Illinois
7658,SR21-01983083,11/11/21 02:17 PM,5821 N BROADWAY <br>  60660,Completed,Adequate Temperature,5821 N BROADWAY ,60660,   ,Chicago,Illinois
7659,SR21-01983545,11/11/21 03:40 PM,8443 S BLACKSTONE AVE<br>  60619,Completed,Adequate Temperature,8443 S BLACKSTONE AVE,60619,   ,Chicago,Illinois
7660,SR21-01984769,11/11/21 09:07 PM,2756 N PINE GROVE AVE<br>1108<br>  60614,Completed,No Cause - Phone Call,2756 N PINE GROVE AVE,60614,1108   ,Chicago,Illinois
7661,SR21-01985248,11/11/21 10:47 PM,6 N HAMLIN BLVD<br>  60624,Completed,No Cause - Phone Call,6 N HAMLIN BLVD,60624,   ,Chicago,Illinois
7662,SR21-01985415,11/12/21 12:54 AM,1461 S BLUE ISLAND AVE<br>709<br>  60608,Completed,,1461 S BLUE ISLAND AVE,60608,709   ,Chicago,Illinois
7663,SR21-01985902,11/12/21 07:36 AM,8331 S BURLEY AVE<br>  60617,Completed,No Cause,8331 S BURLEY AVE,60617,   ,Chicago,Illinois
7664,SR21-01985917,11/12/21 07:38 AM,8331 S BURLEY AVE<br>  60617,Completed,,8331 S BURLEY AVE,60617,   ,Chicago,Illinois
7665,SR21-01986202,11/12/21 08:21 AM,6940 S CLYDE AVE<br>  60649,Completed,Processed for Court,6940 S CLYDE AVE,60649,   ,Chicago,Illinois
7666,SR21-01986212,11/12/21 08:23 AM,1411 N LATROBE AVE<br>  60651,Completed,Processed for Court,1411 N LATROBE AVE,60651,   ,Chicago,Illinois
7667,SR21-01986461,11/12/21 08:58 AM,11931 S PERRY AVE<br>  60628,Completed,No Entry,11931 S PERRY AVE,60628,   ,Chicago,Illinois
7668,SR21-01986834,11/12/21 09:36 AM,1469 E 72ND ST<br>  60619,Completed,NO SUCH ADDRESS,1469 E 72ND ST,60619,   ,Chicago,Illinois
7669,SR21-01987165,11/12/21 10:09 AM,8339 S DREXEL BLVD<br>  60619,Completed,No Entry,8339 S DREXEL BLVD,60619,   ,Chicago,Illinois
7670,SR21-01987784,11/12/21 11:16 AM,4845 N MAGNOLIA AVE<br>  60640,Completed,No Cause - Phone Call,4845 N MAGNOLIA AVE,60640,   ,Chicago,Illinois
7671,SR21-01987945,11/12/21 11:34 AM,158 N CENTRAL AVE<br>  60644,Completed,NO SUCH ADDRESS,158 N CENTRAL AVE,60644,   ,Chicago,Illinois
7672,SR21-01988127,11/12/21 11:53 AM,5203 W SCHUBERT AVE<br>  60639,Completed,No Cause - Phone Call,5203 W SCHUBERT AVE,60639,   ,Chicago,Illinois
7673,SR21-01988141,11/12/21 11:55 AM,6502 S DREXEL BLVD<br>  60637,Completed,No Entry,6502 S DREXEL BLVD,60637,   ,Chicago,Illinois
7674,SR21-01988246,11/12/21 12:05 PM,8017 S DREXEL BLVD<br>  60619,Completed,Processed for Court,8017 S DREXEL BLVD,60619,   ,Chicago,Illinois
7675,SR21-01988524,11/12/21 12:29 PM,4424 N PULASKI RD<br>  60630,Completed,No Cause - Phone Call,4424 N PULASKI RD,60630,   ,Chicago,Illinois
7676,SR21-01988915,11/12/21 01:06 PM,5633 N KENMORE AVE<br>  60660,Completed,No Cause - Phone Call,5633 N KENMORE AVE,60660,   ,Chicago,Illinois
7677,SR21-01989259,11/12/21 01:41 PM,6655 S OAKLEY AVE<br>  60636,Completed,No Cause - Phone Call,6655 S OAKLEY AVE,60636,   ,Chicago,Illinois
7678,SR21-01989311,11/12/21 01:46 PM,7931 S MANISTEE AVE<br>  60617,Completed,No Cause,7931 S MANISTEE AVE,60617,   ,Chicago,Illinois
7679,SR21-01989637,11/12/21 02:20 PM,7015 S JUSTINE ST<br>  60636,Completed,No Entry,7015 S JUSTINE ST,60636,   ,Chicago,Illinois
7680,SR21-01989899,11/12/21 02:53 PM,4845 N MAGNOLIA AVE<br>2W<br>  60640,Completed,,4845 N MAGNOLIA AVE,60640,2W   ,Chicago,Illinois
7681,SR21-01990697,11/12/21 04:30 PM,2960 S DEARBORN ST<br>  60616,Completed,NO SUCH ADDRESS,2960 S DEARBORN ST,60616,   ,Chicago,Illinois
7682,SR21-01991232,11/12/21 05:56 PM,4803 S LAFLIN ST<br>  60609,Completed,No Entry,4803 S LAFLIN ST,60609,   ,Chicago,Illinois
7683,SR21-01991584,11/12/21 07:35 PM,6700 S CHAPPEL AVE<br>1e<br>  60649,Completed,No Cause,6700 S CHAPPEL AVE,60649,1e   ,Chicago,Illinois
7684,SR21-01991599,11/12/21 07:40 PM,7516 N RIDGE BLVD<br>7516 1/2  N. Ridge<br>  60645,Completed,No Entry,7516 N RIDGE BLVD,60645,7516 1/2  N. Ridge   ,Chicago,Illinois
7685,SR21-01991671,11/12/21 08:04 PM,3540 S PRAIRIE AVE<br>  60653,Completed,No Cause - Phone Call,3540 S PRAIRIE AVE,60653,   ,Chicago,Illinois
7686,SR21-01992012,11/12/21 09:44 PM,6057 S WHIPPLE ST<br>2<br>  60629,Completed,,6057 S WHIPPLE ST,60629,2   ,Chicago,Illinois
7687,SR21-01992569,11/13/21 04:03 AM,7946 S ELLIS AVE<br>  60619,Completed,No Entry,7946 S ELLIS AVE,60619,   ,Chicago,Illinois
7688,SR21-01992907,11/13/21 07:12 AM,9000 S LAFLIN ST<br>  60620,Completed,No Cause,9000 S LAFLIN ST,60620,   ,Chicago,Illinois
7689,SR21-01993459,11/13/21 09:09 AM,5767 S PRINCETON AVE<br>  60621,Completed,Processed for Hearing - Standard,5767 S PRINCETON AVE,60621,   ,Chicago,Illinois
7690,SR21-01993712,11/13/21 09:48 AM,716 E 93RD ST<br>  60619,Completed,No Entry,716 E 93RD ST,60619,   ,Chicago,Illinois
7691,SR21-01993735,11/13/21 09:53 AM,4159 N MARMORA AVE<br>  60634,Completed,No Cause - Phone Call,4159 N MARMORA AVE,60634,   ,Chicago,Illinois
7692,SR21-01993889,11/13/21 10:34 AM,6723 S PAXTON AVE<br>  60649,Completed,No Cause,6723 S PAXTON AVE,60649,   ,Chicago,Illinois
7693,SR21-01994009,11/13/21 11:03 AM,6655 S OAKLEY AVE<br>  60636,Completed,,6655 S OAKLEY AVE,60636,   ,Chicago,Illinois
7694,SR21-01994086,11/13/21 11:20 AM,1108 W 63RD ST<br>  60621,Completed,No Cause - Phone Call,1108 W 63RD ST,60621,   ,Chicago,Illinois
7695,SR21-01994259,11/13/21 12:09 PM,7144 S EBERHART AVE<br>  60619,Completed,No Entry,7144 S EBERHART AVE,60619,   ,Chicago,Illinois
7696,SR21-01994269,11/13/21 12:12 PM,7330 S DANTE AVE<br>  60619,Completed,No Entry,7330 S DANTE AVE,60619,   ,Chicago,Illinois
7697,SR21-01994496,11/13/21 01:07 PM,3114 W MARQUETTE RD<br>2J<br>  60629,Completed,No Cause - Phone Call,3114 W MARQUETTE RD,60629,2J   ,Chicago,Illinois
7698,SR21-01994533,11/13/21 01:17 PM,4114 W WASHINGTON BLVD<br>  60624,Completed,No Cause - Phone Call,4114 W WASHINGTON BLVD,60624,   ,Chicago,Illinois
7699,SR21-01994883,11/13/21 03:04 PM,1120 N KILDARE AVE<br>  60651,Completed,Processed for Court,1120 N KILDARE AVE,60651,   ,Chicago,Illinois
7700,SR21-01995471,11/13/21 05:49 PM,3001 N KEATING AVE<br>  60641,Completed,Processed for Hearing - Standard,3001 N KEATING AVE,60641,   ,Chicago,Illinois
7701,SR21-01995540,11/13/21 06:18 PM,427 E OAKWOOD BLVD<br>3<br>  60653,Completed,PROCESSED VIOLATION NOTICE,427 E OAKWOOD BLVD,60653,3   ,Chicago,Illinois
7702,SR21-01995862,11/13/21 08:19 PM,915 W WILSON AVE<br>422<br>  60640,Completed,No Cause - Phone Call,915 W WILSON AVE,60640,422   ,Chicago,Illinois
7703,SR21-01996447,11/14/21 01:34 AM,3207 W 66TH PL<br>  60629,Completed,No Cause - Phone Call,3207 W 66TH PL,60629,   ,Chicago,Illinois
7704,SR21-01996570,11/14/21 03:51 AM,1461 S BLUE ISLAND AVE<br>325<br>  60608,Completed,No Cause - Phone Call,1461 S BLUE ISLAND AVE,60608,325   ,Chicago,Illinois
7705,SR21-01996803,11/14/21 07:03 AM,1715 W ESTES AVE<br>3N<br>  60626,Completed,Processed for Court,1715 W ESTES AVE,60626,3N   ,Chicago,Illinois
7706,SR21-01997302,11/14/21 09:16 AM,4060 N KENMORE AVE<br>  60613,Completed,No Cause - Phone Call,4060 N KENMORE AVE,60613,   ,Chicago,Illinois
7707,SR21-01997594,11/14/21 10:37 AM,25 W 108TH PL<br>  60628,Completed,No Entry,25 W 108TH PL,60628,   ,Chicago,Illinois
7708,SR21-01997669,11/14/21 10:57 AM,4519 N PAULINA ST<br>3B<br>  60640,Completed,No Entry,4519 N PAULINA ST,60640,3B   ,Chicago,Illinois
7709,SR21-01997697,11/14/21 11:05 AM,2504 S CALIFORNIA AVE<br>  60623,Completed,No Cause - Phone Call,2504 S CALIFORNIA AVE,60623,   ,Chicago,Illinois
7710,SR21-01997712,11/14/21 11:10 AM,3048 S TRUMBULL AVE<br>  60623,Completed,Processed for Court,3048 S TRUMBULL AVE,60623,   ,Chicago,Illinois
7711,SR21-01997746,11/14/21 11:20 AM,4834 W HENDERSON ST<br>1B<br>  60641,Completed,No Entry,4834 W HENDERSON ST,60641,1B   ,Chicago,Illinois
7712,SR21-01997779,11/14/21 11:30 AM,707 N LOCKWOOD AVE<br>  60644,Completed,Processed for Court,707 N LOCKWOOD AVE,60644,   ,Chicago,Illinois
7713,SR21-01997816,11/14/21 11:46 AM,2235 S KIRKLAND AVE<br>  60623,Completed,No Cause - Phone Call,2235 S KIRKLAND AVE,60623,   ,Chicago,Illinois
7714,SR21-01998032,11/14/21 12:50 PM,7724 S ABERDEEN ST<br>  60620,Completed,No Entry,7724 S ABERDEEN ST,60620,   ,Chicago,Illinois
7715,SR21-01998237,11/14/21 01:53 PM,6054 N MASON AVE<br>  60646,Completed,No Entry,6054 N MASON AVE,60646,   ,Chicago,Illinois
7716,SR21-01998439,11/14/21 02:45 PM,3000 N NORDICA AVE<br>  60634,Completed,Processed for Hearing - Standard,3000 N NORDICA AVE,60634,   ,Chicago,Illinois
7717,SR21-01998989,11/14/21 05:05 PM,546 N WALLER AVE<br>Apt 1S<br>  60644,Completed,No Cause - Phone Call,546 N WALLER AVE,60644,Apt 1S   ,Chicago,Illinois
7718,SR21-01999120,11/14/21 05:42 PM,4453 N MALDEN ST<br>Apt 2<br>  60640,Completed,No Cause - Phone Call,4453 N MALDEN ST,60640,Apt 2   ,Chicago,Illinois
7719,SR21-01999163,11/14/21 05:53 PM,917 W EASTWOOD AVE<br>312<br>  60640,Completed,Adequate Temperature,917 W EASTWOOD AVE,60640,312   ,Chicago,Illinois
7720,SR21-01999232,11/14/21 06:09 PM,7068 N PAULINA ST<br>  60626,Completed,No Cause - Phone Call,7068 N PAULINA ST,60626,   ,Chicago,Illinois
7721,SR21-01999520,11/14/21 07:17 PM,1311 W ROSCOE ST<br>  60657,Completed,No Entry,1311 W ROSCOE ST,60657,   ,Chicago,Illinois
7722,SR21-02000033,11/14/21 09:10 PM,4060 N KENMORE AVE<br>100<br>  60613,Completed,,4060 N KENMORE AVE,60613,100   ,Chicago,Illinois
7723,SR21-02000519,11/15/21 03:31 AM,6723 S PAXTON AVE<br>  60649,Completed,,6723 S PAXTON AVE,60649,   ,Chicago,Illinois
7724,SR21-02000585,11/15/21 05:44 AM,1461 S BLUE ISLAND AVE<br>  60608,Completed,,1461 S BLUE ISLAND AVE,60608,   ,Chicago,Illinois
7725,SR21-02001151,11/15/21 08:16 AM,6940 S CLYDE AVE<br>  60649,Completed,,6940 S CLYDE AVE,60649,   ,Chicago,Illinois
7726,SR21-02001601,11/15/21 09:13 AM,6057 S WHIPPLE ST<br>1st floor<br>  60629,Completed,,6057 S WHIPPLE ST,60629,1st floor   ,Chicago,Illinois
7727,SR21-02001610,11/15/21 09:14 AM,6923 S JEFFERY BLVD<br>  60649,Completed,No Entry,6923 S JEFFERY BLVD,60649,   ,Chicago,Illinois
7728,SR21-02001748,11/15/21 09:29 AM,1506 W 81ST ST<br>  60620,Completed,Processed for Hearing - Standard,1506 W 81ST ST,60620,   ,Chicago,Illinois
7729,SR21-02001947,11/15/21 09:51 AM,6940 S CLYDE AVE<br>Apt 208<br>  60649,Completed,,6940 S CLYDE AVE,60649,Apt 208   ,Chicago,Illinois
7730,SR21-02001987,11/15/21 09:57 AM,4820 N KEDZIE AVE<br>  60625,Completed,Adequate Temperature,4820 N KEDZIE AVE,60625,   ,Chicago,Illinois
7731,SR21-02001993,11/15/21 09:58 AM,1153 W GRAND AVE<br>  60642,Completed,Processed for Court,1153 W GRAND AVE,60642,   ,Chicago,Illinois
7732,SR21-02002028,11/15/21 10:02 AM,3344 S ABERDEEN ST<br>  60608,Completed,No Cause - Phone Call,3344 S ABERDEEN ST,60608,   ,Chicago,Illinois
7733,SR21-02002287,11/15/21 10:32 AM,235 E 79TH ST<br>  60619,Completed,No Entry,235 E 79TH ST,60619,   ,Chicago,Illinois
7734,SR21-02002624,11/15/21 11:04 AM,6357 N PAULINA ST<br>  60660,Completed,No Entry,6357 N PAULINA ST,60660,   ,Chicago,Illinois
7735,SR21-02002680,11/15/21 11:09 AM,7330 S CAMPBELL AVE<br>  60629,Completed,No Entry,7330 S CAMPBELL AVE,60629,   ,Chicago,Illinois
7736,SR21-02002741,11/15/21 11:15 AM,8211 S ADA ST<br>  60620,Completed,PROCESSED VIOLATION NOTICE,8211 S ADA ST,60620,   ,Chicago,Illinois
7737,SR21-02003243,11/15/21 12:20 PM,1461 S BLUE ISLAND AVE<br>  60608,Completed,,1461 S BLUE ISLAND AVE,60608,   ,Chicago,Illinois
7738,SR21-02003342,11/15/21 12:35 PM,4302 S WABASH AVE<br>  60653,Completed,No Entry,4302 S WABASH AVE,60653,   ,Chicago,Illinois
7739,SR21-02003429,11/15/21 12:45 PM,7656 S HERMITAGE AVE<br>  60620,Completed,PROCESSED VIOLATION NOTICE,7656 S HERMITAGE AVE,60620,   ,Chicago,Illinois
7740,SR21-02003551,11/15/21 01:00 PM,3008 W 62ND ST<br>  60629,Completed,Processed for Hearing - Standard,3008 W 62ND ST,60629,   ,Chicago,Illinois
7741,SR21-02003802,11/15/21 01:31 PM,939 W 51ST PL<br>  60609,Completed,No Entry,939 W 51ST PL,60609,   ,Chicago,Illinois
7742,SR21-02004357,11/15/21 02:37 PM,2111 N HALSTED ST<br>  60614,Completed,Adequate Temperature,2111 N HALSTED ST,60614,   ,Chicago,Illinois
7743,SR21-02004665,11/15/21 03:15 PM,7339 S DORCHESTER AVE<br>  60619,Completed,Processed for Court,7339 S DORCHESTER AVE,60619,   ,Chicago,Illinois
7744,SR21-02004952,11/15/21 03:50 PM,3943 W 104TH ST<br>  60655,Completed,No Cause,3943 W 104TH ST,60655,   ,Chicago,Illinois
7745,SR21-02004956,11/15/21 03:51 PM,4234 S MICHIGAN AVE<br>  60653,Completed,PROCESSED VIOLATION NOTICE,4234 S MICHIGAN AVE,60653,   ,Chicago,Illinois
7746,SR21-02005161,11/15/21 04:15 PM,740 E 43RD ST<br>  60653,Completed,Adequate Temperature,740 E 43RD ST,60653,   ,Chicago,Illinois
7747,SR21-02005226,11/15/21 04:23 PM,1921 W SUMMERDALE AVE<br>  60640,Completed,No Entry,1921 W SUMMERDALE AVE,60640,   ,Chicago,Illinois
7748,SR21-02005245,11/15/21 04:26 PM,12410 S PARNELL AVE<br>  60628,Completed,No Cause,12410 S PARNELL AVE,60628,   ,Chicago,Illinois
7749,SR21-02005385,11/15/21 04:45 PM,731 E 84TH PL<br>  60619,Completed,PROCESSED VIOLATION NOTICE,731 E 84TH PL,60619,   ,Chicago,Illinois
7750,SR21-02005417,11/15/21 04:50 PM,5041 W BELDEN AVE<br>  60639,Completed,Processed for Court,5041 W BELDEN AVE,60639,   ,Chicago,Illinois
7751,SR21-02005631,11/15/21 05:25 PM,6940 S CLYDE AVE<br>  60649,Completed,Active Case,6940 S CLYDE AVE,60649,   ,Chicago,Illinois
7752,SR21-02005768,11/15/21 05:44 PM,1461 S BLUE ISLAND AVE<br>418<br>  60608,Completed,,1461 S BLUE ISLAND AVE,60608,418   ,Chicago,Illinois
7753,SR21-02005898,11/15/21 06:08 PM,343 W SCHILLER ST<br>Unit 901<br>  60610,Completed,No Cause - Phone Call,343 W SCHILLER ST,60610,Unit 901   ,Chicago,Illinois
7754,SR21-02006193,11/15/21 06:58 PM,6722 S MAPLEWOOD AVE<br>Apt 2<br>  60629,Completed,No Entry,6722 S MAPLEWOOD AVE,60629,Apt 2   ,Chicago,Illinois
7755,SR21-02006370,11/15/21 07:25 PM,343 W SCHILLER ST<br>410<br>  60610,Completed,,343 W SCHILLER ST,60610,410   ,Chicago,Illinois
7756,SR21-02006487,11/15/21 07:53 PM,6951 S OGLESBY AVE<br>  60649,Completed,PROCESSED VIOLATION NOTICE,6951 S OGLESBY AVE,60649,   ,Chicago,Illinois
7757,SR21-02006898,11/15/21 09:27 PM,3141 W 41ST ST<br>  60632,Completed,PROCESSED VIOLATION NOTICE,3141 W 41ST ST,60632,   ,Chicago,Illinois
7758,SR21-02007273,11/16/21 12:08 AM,3726 N SACRAMENTO AVE<br>1stfl<br>  60618,Completed,No Cause - Phone Call,3726 N SACRAMENTO AVE,60618,1stfl   ,Chicago,Illinois
7759,SR21-02007286,11/16/21 12:20 AM,5334 W HARRISON ST<br>2n<br>  60644,Completed,No Cause - Phone Call,5334 W HARRISON ST,60644,2n   ,Chicago,Illinois
7760,SR21-02007708,11/16/21 06:55 AM,6360 S DR MARTIN LUTHER KING JR DR<br>  60637,Completed,Adequate Temperature,6360 S DR MARTIN LUTHER KING JR DR,60637,   ,Chicago,Illinois
7761,SR21-02007718,11/16/21 07:00 AM,7757 S THROOP ST<br>  60620,Completed,Processed for Hearing - Standard,7757 S THROOP ST,60620,   ,Chicago,Illinois
7762,SR21-02007914,11/16/21 07:56 AM,6826 S CORNELL DR<br>  60649,Completed,PROCESSED VIOLATION NOTICE,6826 S CORNELL DR,60649,   ,Chicago,Illinois
7763,SR21-02008058,11/16/21 08:17 AM,7400 S CHAPPEL AVE<br>  60649,Completed,Active Case,7400 S CHAPPEL AVE,60649,   ,Chicago,Illinois
7764,SR21-02008112,11/16/21 08:24 AM,2504 S CALIFORNIA AVE<br>  60623,Completed,,2504 S CALIFORNIA AVE,60623,   ,Chicago,Illinois
7765,SR21-02008539,11/16/21 09:17 AM,1314 S SPAULDING AVE<br>  60623,Completed,No Cause - Phone Call,1314 S SPAULDING AVE,60623,   ,Chicago,Illinois
7766,SR21-02008657,11/16/21 09:26 AM,1814 W 79TH ST<br>208<br>  60620,Completed,No Entry,1814 W 79TH ST,60620,208   ,Chicago,Illinois
7767,SR21-02008694,11/16/21 09:30 AM,9026 S JUSTINE ST<br>  60620,Completed,Processed for Hearing - Standard,9026 S JUSTINE ST,60620,   ,Chicago,Illinois
7768,SR21-02009035,11/16/21 10:10 AM,3241 N KENMORE AVE<br>  60657,Completed,Processed for Court,3241 N KENMORE AVE,60657,   ,Chicago,Illinois
7769,SR21-02009594,11/16/21 11:06 AM,6301 N WINTHROP AVE<br>  60660,Completed,No Cause - Phone Call,6301 N WINTHROP AVE,60660,   ,Chicago,Illinois
7770,SR21-02009677,11/16/21 11:15 AM,450 E 83RD ST<br>  60619,Completed,No Entry,450 E 83RD ST,60619,   ,Chicago,Illinois
7771,SR21-02009894,11/16/21 11:36 AM,9000 S LAFLIN ST<br>  60620,Completed,No Entry,9000 S LAFLIN ST,60620,   ,Chicago,Illinois
7772,SR21-02009898,11/16/21 11:36 AM,7914 S HARVARD AVE<br>  60620,Completed,No Entry,7914 S HARVARD AVE,60620,   ,Chicago,Illinois
7773,SR21-02010092,11/16/21 11:57 AM,5000 S LAFLIN ST<br>  60609,Completed,No Entry,5000 S LAFLIN ST,60609,   ,Chicago,Illinois
7774,SR21-02010173,11/16/21 12:07 PM,3022 S HARDING AVE<br>  60623,Completed,,3022 S HARDING AVE,60623,   ,Chicago,Illinois
7775,SR21-02010201,11/16/21 12:12 PM,2555 W NORTH SHORE AVE<br>  60645,Completed,No Cause - Phone Call,2555 W NORTH SHORE AVE,60645,   ,Chicago,Illinois
7776,SR21-02010670,11/16/21 01:01 PM,6357 N PAULINA ST<br>  60660,Completed,No Entry,6357 N PAULINA ST,60660,   ,Chicago,Illinois
7777,SR21-02010939,11/16/21 01:33 PM,6133 N KENMORE AVE<br>  60660,Completed,Processed for Court,6133 N KENMORE AVE,60660,   ,Chicago,Illinois
7778,SR21-02011061,11/16/21 01:47 PM,9044 S DAUPHIN AVE<br>  60619,Completed,No Entry,9044 S DAUPHIN AVE,60619,   ,Chicago,Illinois
7779,SR21-02011203,11/16/21 02:05 PM,5322 N WASHTENAW AVE<br>  60625,Completed,Adequate Temperature,5322 N WASHTENAW AVE,60625,   ,Chicago,Illinois
7780,SR21-02011417,11/16/21 02:29 PM,1724 W 35TH ST<br>  60608,Completed,Processed for Court,1724 W 35TH ST,60608,   ,Chicago,Illinois
7781,SR21-02011646,11/16/21 02:55 PM,6403 S CAMPBELL AVE<br>  60629,Completed,PROCESSED VIOLATION NOTICE,6403 S CAMPBELL AVE,60629,   ,Chicago,Illinois
7782,SR21-02011691,11/16/21 03:00 PM,2827 N CLARK ST<br>202<br>  60657,Completed,Processed for Court,2827 N CLARK ST,60657,202   ,Chicago,Illinois
7783,SR21-02012120,11/16/21 03:54 PM,4159 N MARMORA AVE<br>  60634,Completed,No Entry,4159 N MARMORA AVE,60634,   ,Chicago,Illinois
7784,SR21-02014012,11/16/21 10:34 PM,1380 E HYDE PARK BLVD<br>  60615,Completed,No Entry,1380 E HYDE PARK BLVD,60615,   ,Chicago,Illinois
7785,SR21-02014479,11/17/21 05:28 AM,7200 S COLES AVE<br>  60649,Completed,Processed for Hearing - Standard,7200 S COLES AVE,60649,   ,Chicago,Illinois
7786,SR21-02014786,11/17/21 07:10 AM,3 N ASHLAND AVE<br>  60607,Completed,No Cause - Phone Call,3 N ASHLAND AVE,60607,   ,Chicago,Illinois
7787,SR21-02014965,11/17/21 07:42 AM,3 N ASHLAND AVE<br>  60607,Completed,,3 N ASHLAND AVE,60607,   ,Chicago,Illinois
7788,SR21-02015008,11/17/21 07:50 AM,2134 W 24TH ST<br>  60608,Completed,No Cause - Phone Call,2134 W 24TH ST,60608,   ,Chicago,Illinois
7789,SR21-02015586,11/17/21 09:03 AM,6026 N WINTHROP AVE<br>  60660,Completed,No Entry,6026 N WINTHROP AVE,60660,   ,Chicago,Illinois
7790,SR21-02016069,11/17/21 09:53 AM,1636 N TALMAN AVE<br>  60647,Completed,Processed for Court,1636 N TALMAN AVE,60647,   ,Chicago,Illinois
7791,SR21-02016429,11/17/21 10:26 AM,7034 S CREGIER AVE<br>  60649,Completed,No Entry,7034 S CREGIER AVE,60649,   ,Chicago,Illinois
7792,SR21-02017098,11/17/21 11:36 AM,939 W 51ST PL<br>  60609,Completed,,939 W 51ST PL,60609,   ,Chicago,Illinois
7793,SR21-02017191,11/17/21 11:45 AM,149 N CENTRAL AVE<br>  60644,Completed,Processed for Court,149 N CENTRAL AVE,60644,   ,Chicago,Illinois
7794,SR21-02017814,11/17/21 12:41 PM,9044 S DAUPHIN AVE<br>  60619,Completed,,9044 S DAUPHIN AVE,60619,   ,Chicago,Illinois
